username_length,full_name_length,followers,following,posts,bio_length,has_external_url,has_profile_pic,is_private,is_verified,engagement_rate,label,follower_following_ratio,posts_per_follower
27,2,157,605,18,13,1,0,0,0,0.005331321140843633,1,0.2590759075907591,0.11392405063291139
14,34,10705,1831,20,73,1,1,1,0,0.03254042785791931,0,5.843340611353712,0.0018681113394358303
13,14,34089,930,14,58,1,1,1,0,0.058477708665070974,0,36.61546723952739,0.0004106776180698152
6,24,26320,304,224,47,1,1,0,0,0.10832789713416606,0,86.29508196721312,0.008510314957638388
18,3,232,2947,5,26,0,0,0,0,0.0005445863241212146,1,0.07869742198100407,0.02145922746781116
18,5,39,1480,15,1,0,0,0,0,0.008249156937096658,1,0.02633355840648211,0.375
14,11,44691,1124,334,89,0,1,0,0,0.01447392202071264,0,39.72533333333333,0.007473373310659626
9,34,37575,940,437,119,1,0,1,0,0.03449634129023607,0,39.93092454835281,0.011629763678944006
21,24,22499,63,25,22,0,1,0,0,0.099202394119125,0,351.546875,0.0011111111111111111
29,6,51,2609,0,14,0,0,0,0,0.00867558008174089,1,0.01954022988505747,0.0
28,9,273,4939,9,8,0,0,0,0,0.00787030125297776,1,0.05526315789473684,0.032846715328467155
13,8,25567,296,39,32,0,1,0,0,0.09630645378789149,0,86.08417508417509,0.0015253441802252816
8,31,32222,565,195,83,1,1,1,0,0.023865786984764756,0,56.92932862190813,0.006051578065357043
29,3,136,7074,4,8,0,0,0,0,0.005192824677529817,1,0.0192226148409894,0.029197080291970802
7,10,17470,646,446,48,1,1,1,0,0.08378769051385246,0,27.001545595054097,0.02552801785816496
18,25,45763,598,355,32,0,0,1,0,0.03170755600104182,0,76.39899833055092,0.007757189056900621
28,1,205,6696,4,18,0,1,1,0,0.0017588884961085194,1,0.030610721218456025,0.019417475728155338
21,33,28940,911,18,137,0,1,1,0,0.11254504680029095,0,31.732456140350877,0.0006219550119208044
28,6,82,1278,1,26,0,0,0,0,0.01782519659844988,1,0.06411258795934324,0.012048192771084338
28,9,36,920,5,28,1,0,0,0,0.013317034581972443,1,0.03908794788273615,0.13513513513513514
5,12,34078,304,218,101,0,1,1,0,0.05351357061657362,0,111.73114754098361,0.006396901317526923
18,6,147,4680,12,11,0,1,0,0,0.012950147596913947,1,0.03140354625080111,0.08108108108108109
11,32,10385,314,393,66,0,1,1,0,0.03634002954940522,0,32.96825396825397,0.037839399191218946
5,8,5631,1178,160,80,1,1,0,0,0.020781697506446394,0,4.776081424936387,0.028409090909090908
8,18,26996,1988,33,24,0,1,1,0,0.059758621258326816,0,13.572649572649572,0.001222358039782198
25,0,174,4110,12,13,1,0,0,0,0.00247398117453133,1,0.04232546825589881,0.06857142857142857
12,16,14380,643,480,89,0,1,0,0,0.024108062333245927,0,22.32919254658385,0.033377372922606216
14,19,43173,104,481,23,0,1,0,0,0.01347575027993417,0,411.1714285714286,0.011140964469356557
27,0,126,3871,16,27,1,0,0,0,0.012563422919050944,1,0.03254132231404959,0.12598425196850394
16,32,32871,666,193,51,1,1,0,0,0.03558868906103122,0,49.28185907046477,0.005871258213677294
24,4,109,2778,17,23,0,0,0,0,0.0034501111439045953,1,0.03922274199352285,0.15454545454545454
16,7,199,3993,12,21,1,0,0,0,0.010808440260611181,1,0.04982473710565849,0.06
9,33,49426,595,442,145,0,1,0,0,0.03431701305937031,0,82.92953020134229,0.008942480830315415
12,18,44990,1136,285,140,0,1,0,0,0.014949280998193638,0,39.56904133685136,0.00633460025338401
16,14,30907,1611,86,61,0,1,0,0,0.08636716585625356,0,19.173076923076923,0.0027824511453345413
19,13,28503,1203,153,40,0,1,0,0,0.10622484987536696,0,23.67358803986711,0.005367667695761998
21,6,245,3429,2,4,0,1,1,0,0.019739563393759065,1,0.07142857142857142,0.008130081300813009
29,4,29,4983,14,15,0,1,0,0,0.0033726385429355046,1,0.005818619582664527,0.4666666666666667
26,4,209,5743,0,19,0,0,0,0,0.011265989521494974,1,0.036385793871866294,0.0
16,15,16576,635,259,41,1,1,1,0,0.10659991503847405,0,26.062893081761008,0.015624057428967848
5,19,30146,142,495,26,1,1,0,0,0.07544232611409078,0,210.8111888111888,0.01641954423325704
6,26,45864,625,47,128,1,1,1,0,0.09556916439357407,0,73.26517571884985,0.0010247465387550419
19,16,37442,1848,98,136,0,1,0,0,0.049553404137417434,0,20.24986479177934,0.0026173116470368293
18,16,23976,758,274,70,0,0,1,0,0.043299727568604104,0,31.58893280632411,0.011427618134045126
17,3,84,3429,9,16,0,0,0,0,0.01917417467072482,1,0.024489795918367346,0.10588235294117647
8,21,11144,70,255,142,0,1,1,0,0.08887165414303355,0,156.95774647887325,0.02288021534320323
20,0,45,7312,8,3,1,1,1,0,0.004156677934988764,1,0.00615342540680979,0.17391304347826086
24,8,244,672,17,25,0,0,0,0,0.014401979912513754,1,0.362555720653789,0.06938775510204082
9,26,41297,865,20,73,0,1,1,0,0.0900692621423852,0,47.687066974595844,0.000484284953266502
25,1,150,3591,11,26,0,0,0,0,0.004228978788111264,1,0.04175946547884187,0.0728476821192053
8,34,32578,1894,496,80,0,1,0,0,0.08206999950445541,0,17.19155672823219,0.015224531139691213
15,22,41624,778,32,123,1,1,0,0,0.10488317894676025,0,53.43260590500642,0.0007687687687687688
9,22,3409,1928,390,114,1,1,0,0,0.057674903910902436,0,1.767236910316226,0.11436950146627566
12,23,25675,1442,380,96,1,1,1,1,0.07130053196465115,0,17.792792792792792,0.01479981305499299
11,5,31399,1755,145,91,0,0,0,0,0.09474528003824005,0,17.88097949886105,0.0046178343949044584
27,9,276,1866,19,4,0,1,0,0,0.009191168115543191,1,0.14783074450990893,0.06859205776173286
16,5,10,3996,12,26,0,1,0,0,0.016363592994434812,1,0.002501876407305479,1.0909090909090908
23,1,230,5682,4,23,0,0,1,0,0.009226950523804931,1,0.04047158191096252,0.017316017316017316
26,1,298,7226,4,16,0,1,1,0,0.019059064001756762,1,0.041234260412342606,0.013377926421404682
16,6,249,3545,2,26,0,0,0,0,0.018652228557330255,1,0.07021996615905245,0.008
7,8,48406,1988,57,74,0,1,0,0,0.031673859511475964,0,24.336852689793865,0.0011775156485632242
18,8,35,903,0,26,0,0,0,0,0.016456943610646434,1,0.03871681415929203,0.0
17,2,172,2438,17,6,0,0,0,0,0.01565747859558391,1,0.07052070520705207,0.09826589595375723
25,4,179,2418,7,15,0,0,0,0,0.011200083225104983,1,0.07399751963621332,0.03888888888888889
22,4,232,1863,1,28,1,0,0,0,0.0035205041440240724,1,0.12446351931330472,0.004291845493562232
10,33,7185,1661,247,135,1,1,0,0,0.09759106821245685,0,4.323104693140794,0.034372390759810745
17,5,62,5027,16,17,1,0,0,0,0.008479973967159642,1,0.012330946698488464,0.25396825396825395
28,7,283,1117,14,26,0,0,1,0,0.015672802225180596,1,0.25313059033989266,0.04929577464788732
7,19,25882,76,457,135,0,0,0,0,0.06303043539555826,0,336.12987012987014,0.017656376772398872
29,8,192,2728,6,20,0,0,1,0,0.018152660591128116,1,0.07035544155368267,0.031088082901554404
27,1,9,6948,11,15,1,1,0,0,0.006471676264723054,1,0.0012951503813498344,1.1
25,5,34,1663,14,25,0,1,1,0,0.0036239210769069066,1,0.020432692307692308,0.4
16,5,158,4099,16,28,0,1,1,0,0.00924234353052563,1,0.03853658536585366,0.10062893081761007
17,25,27576,685,408,45,1,1,0,0,0.02061061141687466,0,40.19825072886297,0.014794937810494253
26,4,121,4312,1,11,0,1,0,0,0.006574158639490416,1,0.028054718293531185,0.00819672131147541
21,25,3833,962,247,30,0,1,1,0,0.034194666950772536,0,3.980269989615784,0.06442357850808555
16,1,58,7424,7,8,0,0,0,0,0.011660169874626026,1,0.007811447811447812,0.11864406779661017
22,8,245,1820,11,24,0,0,0,0,0.0145292314280724,1,0.13454146073585943,0.044715447154471545
19,15,34628,338,368,38,0,1,1,0,0.10417579578770214,0,102.14749262536873,0.010626931184845072
11,23,35953,1155,470,137,1,1,0,0,0.04813081213045817,0,31.10121107266436,0.013072258997608055
5,16,23791,1948,341,71,1,1,0,0,0.06972366463774983,0,12.206772703950744,0.014332548755884331
18,1,130,6932,9,11,0,0,0,0,0.01771747034625167,1,0.01875090148564835,0.06870229007633588
7,14,20839,1691,73,11,0,0,1,0,0.013835249694872813,0,12.316193853427896,0.0035028790786948176
27,0,270,6011,14,27,0,0,0,0,0.013610027386137953,1,0.04491017964071856,0.05166051660516605
11,17,47852,594,413,111,1,1,1,0,0.021508183560426188,0,80.4235294117647,0.008630597872651663
14,34,22850,487,293,140,0,1,0,0,0.032720276674578545,0,46.82377049180328,0.012822195965165638
5,22,34267,692,397,130,1,1,0,1,0.010715126151125708,0,49.447330447330444,0.011585152328703163
18,7,51,1947,0,26,1,0,1,0,0.0194684262138821,1,0.026180698151950718,0.0
7,20,11733,1158,420,131,0,1,1,0,0.0976352010680329,0,10.123382226056945,0.035793420828362024
28,1,136,3228,18,15,1,0,0,0,0.016307189581005757,1,0.04211830288014865,0.13138686131386862
19,24,18674,1922,446,32,1,1,0,0,0.06925702047005243,0,9.710868434737389,0.02388219544846051
27,0,273,4812,19,29,1,1,1,0,0.0032868237106128896,1,0.056721379596925,0.06934306569343066
20,0,156,5406,1,14,0,0,0,0,0.007068184484646185,1,0.028851488810800813,0.006369426751592357
20,6,219,4738,16,22,0,0,0,0,0.009742889492503022,1,0.04621228107195611,0.07272727272727272
18,0,115,7246,4,17,0,0,0,0,0.01614012295691673,1,0.015868635297364427,0.034482758620689655
5,15,22214,1185,50,140,0,1,1,0,0.0991365758333419,0,18.73018549747049,0.0022507314877335135
16,8,93,6337,19,27,0,1,0,0,0.007798551234692712,1,0.014673398548437994,0.20212765957446807
17,6,3,1560,16,24,0,0,0,0,0.012791295612093476,1,0.0019218449711723255,4.0
8,26,33539,902,488,71,1,1,1,0,0.046349246738051235,0,37.141749723145075,0.01454979129397734
18,3,296,3647,17,9,0,0,1,0,0.0026273135531891946,1,0.08114035087719298,0.05723905723905724
18,4,66,5491,10,16,0,0,0,0,0.01845818528411645,1,0.012017479970866714,0.14925373134328357
15,7,75,3481,2,3,1,0,0,0,0.002111861314127823,1,0.0215393452039058,0.02631578947368421
27,1,33,2105,7,19,0,1,0,0,0.0005630564724010933,1,0.01566951566951567,0.20588235294117646
14,24,35672,240,55,103,0,1,1,0,0.03583445622984606,0,148.01659751037346,0.001541782300339192
26,4,66,525,7,12,1,0,0,0,0.0019802329936309993,1,0.12547528517110265,0.1044776119402985
21,3,128,731,15,12,1,0,0,0,0.005198281241711018,1,0.17486338797814208,0.11627906976744186
25,9,41,682,18,18,0,1,1,0,0.005690459208774137,1,0.060029282576866766,0.42857142857142855
10,28,19752,376,150,80,0,1,1,0,0.02769717045162648,0,52.39257294429708,0.0075937832228016
5,28,920,759,15,65,0,1,0,0,0.01762868381204563,0,1.2105263157894737,0.016286644951140065
11,16,29134,471,218,56,1,1,0,0,0.08293257821568419,0,61.72457627118644,0.007482409473142269
15,2,0,1008,2,18,0,1,0,0,0.013481791995090975,1,0.0,2.0
25,8,47,2245,7,17,0,0,0,0,0.0003006659152397706,1,0.020926090828138913,0.14583333333333334
23,7,93,6425,16,17,0,0,1,0,0.00038100390633688086,1,0.014472455648926238,0.1702127659574468
20,1,215,5325,15,27,0,1,0,0,0.008652269944345956,1,0.04036800600826136,0.06944444444444445
15,2,41,503,18,27,0,0,0,0,0.005848229302194701,1,0.08134920634920635,0.42857142857142855
8,30,25145,315,292,139,0,0,0,0,0.11885047704573097,0,79.57278481012658,0.011612184840531297
17,4,69,4177,17,23,0,0,0,0,0.007080594425238489,1,0.016515078985160365,0.24285714285714285
7,29,29088,1735,406,139,0,1,0,0,0.10782605602213843,0,16.755760368663594,0.013957165939014748
12,17,1144,1091,186,65,1,1,0,0,0.057940960245158844,0,1.0476190476190477,0.16244541484716157
7,7,37598,1811,151,133,0,1,1,0,0.1047145027978928,0,20.749448123620308,0.004016064257028112
24,4,292,3569,6,24,0,0,1,0,0.010198417893697877,1,0.08179271708683473,0.020477815699658702
26,2,210,5543,15,27,0,1,1,0,0.016054281655202046,1,0.03787878787878788,0.07109004739336493
15,3,208,1235,5,27,0,0,0,0,0.01048710484288362,1,0.16828478964401294,0.023923444976076555
12,33,44849,232,77,48,0,1,0,0,0.029145622250153817,0,192.48497854077254,0.0017168338907469342
19,0,12,2431,13,19,1,0,1,0,0.007979608091226047,1,0.004934210526315789,1.0
19,9,272,3423,6,8,0,1,0,0,0.002395463169997114,1,0.0794392523364486,0.02197802197802198
14,27,22241,1310,474,106,0,1,0,0,0.09530255173065394,0,16.964912280701753,0.021311033180469383
21,4,120,1024,11,18,0,0,0,0,0.016689428859388702,1,0.11707317073170732,0.09090909090909091
17,6,175,7016,9,0,0,0,1,0,0.004395289154456617,1,0.02493943280604247,0.05113636363636364
20,17,19992,1770,35,119,0,0,0,0,0.013306414342219835,0,11.288537549407115,0.0017506127144500576
10,14,1970,552,372,103,0,1,1,0,0.011410016681215307,0,3.5623869801084993,0.1887366818873668
18,19,6688,231,327,16,1,1,1,0,0.11166986758411039,0,28.82758620689655,0.04888623112572881
18,27,9327,97,115,68,0,1,1,0,0.06469829609987698,0,95.1734693877551,0.012328473413379074
5,26,25984,1500,55,103,0,1,0,0,0.018582056890081022,0,17.311125916055964,0.0021166057340773524
12,32,11188,672,89,126,1,1,1,0,0.09815983306064521,0,16.62407132243685,0.00795424077218697
10,10,909,529,259,84,0,1,1,0,0.044623214214684605,0,1.7150943396226415,0.2846153846153846
18,6,45989,706,337,77,1,1,1,0,0.05056144696252101,0,65.04809052333805,0.007327679930419656
19,15,1497,1351,341,79,0,1,1,0,0.03030899274110469,0,1.107248520710059,0.22763684913217624
17,7,92,7378,14,23,1,0,0,0,0.0011284695083484465,1,0.01246781406694674,0.15053763440860216
16,27,48949,1021,71,60,1,1,1,0,0.1111864400442765,0,47.89530332681018,0.0014504596527068437
11,19,30063,1260,375,88,0,1,1,0,0.07322857473595087,0,23.8406026962728,0.012473390101117615
16,0,86,6447,19,14,0,0,1,0,0.0021583250575487557,1,0.013337468982630272,0.21839080459770116
17,21,29916,110,50,40,0,1,0,0,0.10746209198479494,0,269.5135135135135,0.0016712905705786008
15,8,117,3075,16,11,0,1,0,0,0.007556960852845239,1,0.03803641092327698,0.13559322033898305
26,2,218,2468,12,27,0,1,0,0,0.005315889469776784,1,0.08829485621709195,0.0547945205479452
21,3,50,6352,2,18,1,0,0,0,0.0013696932888881542,1,0.007870297497245396,0.0392156862745098
5,16,48493,1532,498,136,1,1,1,0,0.11151074610582086,0,31.632746249184606,0.010269311667422775
16,6,11214,389,491,46,0,0,1,0,0.034542645439253346,0,28.753846153846155,0.04378065091395453
27,6,247,6855,11,17,0,0,0,0,0.014280751394562594,1,0.03602683780630105,0.04435483870967742
29,4,266,3416,17,16,0,0,0,0,0.01329598553378794,1,0.07784606379865379,0.06367041198501873
7,7,13260,1039,210,101,1,1,0,0,0.0532342664594363,0,12.75,0.015835909810723175
18,6,298,4755,4,26,0,0,0,0,0.0062153636959451485,1,0.06265769554247266,0.013377926421404682
10,20,22603,1985,433,56,1,1,1,0,0.04642940555111746,0,11.381168177240685,0.019155901610334453
19,7,247,3090,15,7,1,0,0,0,0.013730389174489235,1,0.07990941442898739,0.06048387096774194
7,10,26985,1443,145,52,0,1,0,0,0.01910125532259427,0,18.687673130193907,0.005373156451493367
9,9,26041,1528,23,67,0,1,1,0,0.05121274294638971,0,17.03139306736429,0.0008831886951847016
6,27,41742,550,233,66,0,1,0,0,0.09141575274370481,0,75.7568058076225,0.005581774189684498
10,8,20756,1170,286,70,0,1,0,0,0.06489916311709776,0,17.725021349274126,0.01377848436671966
27,3,145,1937,6,14,0,1,1,0,0.01304049582826001,1,0.07481940144478844,0.0410958904109589
11,18,33728,1616,387,112,0,1,1,0,0.07900222643323238,0,20.858379715522574,0.011473805923685848
16,3,63,3869,13,14,1,1,1,0,0.01110873955424524,1,0.01627906976744186,0.203125
16,6,41570,1614,89,65,0,1,0,0,0.11713452284235369,0,25.739938080495357,0.0021409155420846265
19,34,13593,966,167,128,1,1,1,0,0.11279842667501569,0,14.056876938986557,0.01228483154332794
19,0,194,7288,3,11,0,1,0,0,0.012281253567072326,1,0.02661544793524489,0.015384615384615385
8,25,31780,931,94,34,1,1,0,0,0.10255957406374948,0,34.09871244635193,0.0029577420471350807
19,30,2428,1000,377,115,0,1,1,0,0.10160763411445742,0,2.4255744255744256,0.1552079044874434
17,34,4783,359,398,38,0,1,1,0,0.020779421623268436,0,13.286111111111111,0.08319397993311037
29,8,284,920,8,12,0,1,0,0,0.0023604015090454354,1,0.30836047774158526,0.028070175438596492
17,32,37054,862,256,46,0,1,1,0,0.09059391670007354,0,42.936268829663966,0.006908649305087033
16,19,1184,1351,317,33,1,1,1,0,0.08684712442598713,0,0.8757396449704142,0.26751054852320677
9,26,21124,527,391,42,1,1,1,0,0.026355775963447833,0,40.00757575757576,0.01850887573964497
20,33,33508,1687,112,127,1,1,1,0,0.0622707803471717,0,19.850710900473935,0.0033423856277418006
23,4,235,6115,12,7,1,0,0,0,0.010077660509915709,1,0.03842380640941792,0.05084745762711865
6,28,34443,1152,253,121,1,1,1,0,0.0903808392646255,0,29.872506504770165,0.00734525606782023
6,25,22958,943,209,97,0,1,1,0,0.016671498958676093,0,24.319915254237287,0.009103183936582604
22,8,187,4300,19,1,0,0,0,0,0.018015075508043554,1,0.043478260869565216,0.10106382978723404
22,2,109,1922,2,10,0,1,0,0,0.012813415364713261,1,0.056682267290691625,0.01818181818181818
15,14,27280,595,361,81,0,1,1,0,0.116745922732555,0,45.77181208053691,0.013232652761995528
9,27,11114,394,52,114,1,1,0,0,0.0782120485217773,0,28.136708860759494,0.004678362573099415
20,7,23,6821,12,22,0,1,1,0,0.014677096499364559,1,0.0033714453239519202,0.5
17,7,272,3822,9,5,0,0,0,0,0.01194348718656098,1,0.07114831284331677,0.03296703296703297
5,32,46880,1152,250,77,1,1,1,0,0.09683136851152598,0,40.65915004336514,0.005332650754036817
24,3,166,5262,8,22,1,1,0,0,0.017541213651719942,1,0.03154094622838685,0.04790419161676647
25,3,274,545,4,15,1,0,0,0,0.005907349071944277,1,0.5018315018315018,0.014545454545454545
18,3,249,6016,9,26,0,0,0,0,0.007248838289619166,1,0.04138274887817849,0.036
25,9,120,3477,16,10,0,0,0,0,0.007571630890241885,1,0.034502587694077054,0.1322314049586777
25,8,147,6687,14,15,0,0,0,0,0.014910202743758396,1,0.021979665071770335,0.0945945945945946
22,7,221,6865,3,16,1,0,0,0,0.006256582335540129,1,0.03218759102825517,0.013513513513513514
12,5,41839,579,275,38,1,1,0,0,0.0631935020262865,0,72.13620689655173,0.006572657743785851
11,9,44222,973,384,28,1,1,1,0,0.046801357211419155,0,45.40246406570842,0.008683264364697104
19,5,147,3558,15,5,1,1,0,0,0.016846171293407174,1,0.041303737004776624,0.10135135135135136
29,4,299,7219,0,15,1,0,0,0,0.008214666394226456,1,0.04141274238227147,0.0
6,6,7707,944,66,22,1,1,0,0,0.07097978549765008,0,8.155555555555555,0.008562532433834976
16,5,37,1715,13,0,0,0,0,0,0.01273492326394271,1,0.02156177156177156,0.34210526315789475
15,4,8,4824,3,12,0,1,1,0,0.014221278384707263,1,0.0016580310880829016,0.3333333333333333
14,30,45946,484,63,81,1,1,1,0,0.10133582486541713,0,94.7340206185567,0.0013711450149084816
19,0,297,5514,7,0,0,0,0,0,0.003413167426822732,1,0.05385312783318223,0.02348993288590604
23,5,127,4918,18,26,0,0,0,0,0.011858461756154202,1,0.025818255743037203,0.140625
10,24,46270,1717,122,145,0,1,0,0,0.076916328066169,0,26.932479627473807,0.0026366406604568736
18,13,19589,646,192,104,0,1,1,0,0.04699261953967334,0,30.276661514683152,0.009800918836140888
28,1,41,3732,6,13,0,0,0,0,0.005129353819986422,1,0.010983123493169033,0.14285714285714285
8,19,44585,1440,429,77,0,1,1,0,0.040915980829120034,0,30.94031922276197,0.009621854393755888
16,0,104,1561,5,28,0,0,1,0,0.017748096043054325,1,0.06658130601792574,0.047619047619047616
20,12,41655,1241,9,84,0,1,0,0,0.05476295032344814,0,33.53864734299517,0.0002160553101594008
9,31,13338,1303,211,128,0,1,0,0,0.028708966459406335,0,10.228527607361963,0.015818277232176325
26,3,54,4606,17,5,0,1,0,0,0.007461250524661296,1,0.01172129368352507,0.3090909090909091
18,8,13725,903,230,62,0,1,1,0,0.11568160039015359,0,15.182522123893806,0.01675652047209675
10,24,30614,1805,290,127,0,1,0,0,0.013918515232950856,0,16.951273532668882,0.009472480810060429
19,6,47,6986,4,0,0,0,0,0,0.004695015200391586,1,0.006726778302561901,0.08333333333333333
14,25,12356,117,265,91,1,1,0,0,0.09933453163833428,0,104.71186440677967,0.02144533462814599
15,6,161,2756,9,23,1,0,0,0,0.012240086783437276,1,0.058396808124773304,0.05555555555555555
11,8,44767,1268,302,40,0,1,0,0,0.024667671000850495,0,35.277383766745466,0.006745889921372409
29,7,205,1060,15,19,0,0,0,0,0.00221349958234498,1,0.19321394910461828,0.07281553398058252
15,7,23235,942,51,91,1,1,1,0,0.04973879019774344,0,24.639448568398727,0.0021948700292649336
21,12,43492,393,57,19,0,1,0,0,0.012416762788275816,0,110.38578680203045,0.001310555721610374
19,1,173,3853,14,19,0,0,0,0,0.013827823215687032,1,0.04488842760768033,0.08045977011494253
19,26,34894,264,371,35,1,1,1,0,0.040011122340572775,0,131.6754716981132,0.010631895687061183
20,6,49443,478,314,61,1,1,1,0,0.09609292195857189,0,103.22129436325679,0.006350618881967478
17,32,45333,1371,352,51,0,1,1,0,0.02936360811880008,0,33.041545189504376,0.007764591697180924
8,17,40272,150,45,102,1,1,0,0,0.026377592288614346,0,266.70198675496687,0.001117373922975691
15,9,19,4846,8,5,0,0,0,0,0.011487677499509096,1,0.003919950484835981,0.4
12,26,19091,1117,443,24,0,1,1,0,0.0558428423521793,0,17.07602862254025,0.02320343599413367
21,20,27576,246,101,23,1,1,0,0,0.08272245652588324,0,111.64372469635627,0.0036624723501468615
20,7,247,4787,2,7,0,0,0,0,0.01178807226405093,1,0.051587301587301584,0.008064516129032258
16,6,256,5830,14,2,0,0,0,0,0.006669680835389762,1,0.04390327559595267,0.054474708171206226
18,6,56,2321,6,14,0,0,0,0,0.0041200021238185,1,0.024117140396210164,0.10526315789473684
12,5,39937,1265,81,140,0,1,1,0,0.014510515756426073,0,31.545813586097946,0.0020281436226150533
21,19,19233,1709,441,134,1,1,1,0,0.11127844359256434,0,11.24736842105263,0.02292814807112405
25,6,18,6191,9,1,0,1,1,0,0.01634066054440672,1,0.0029069767441860465,0.47368421052631576
20,3,279,7357,16,26,0,1,0,0,0.004892893564209573,1,0.03791791247621636,0.05714285714285714
20,9,2650,893,272,93,1,1,1,0,0.07068802125639809,0,2.9642058165548097,0.1026027913994719
22,2,106,2178,1,22,0,1,0,0,0.012324388656825223,1,0.04864616796695732,0.009345794392523364
6,19,35258,367,235,135,0,1,1,0,0.10049219120572679,0,95.80978260869566,0.006664964973481948
16,9,10395,265,385,30,0,1,1,0,0.07232614816452101,0,39.078947368421055,0.03703347441323586
12,13,43987,1539,353,90,0,1,0,0,0.02804916137377711,0,28.562987012987012,0.008024915886150768
20,1,134,5644,13,4,0,0,0,0,0.007714953918808003,1,0.023737821080602302,0.0962962962962963
18,30,29543,1129,56,32,1,1,0,0,0.03420109758681691,0,26.14424778761062,0.0018954779312212293
21,34,22816,1839,127,95,1,1,0,0,0.03097683827661782,0,12.4,0.005566025331989306
21,3,48,7366,10,7,0,0,1,0,0.0029681810750592686,1,0.006515542283154608,0.20408163265306123
18,0,241,3085,1,15,0,0,1,0,0.018124645482069584,1,0.0780946208684381,0.004132231404958678
27,5,239,3897,7,7,1,0,0,0,0.00987337321450625,1,0.06131349409953823,0.029166666666666667
16,22,3977,1187,245,125,1,1,0,0,0.10808326390893341,0,3.3476430976430978,0.0615887380593263
16,4,235,1838,16,21,1,0,1,0,0.0038447413398579136,1,0.1277868406742795,0.06779661016949153
15,1,143,3045,13,22,0,0,0,0,0.01919013620596426,1,0.04694681549573211,0.09027777777777778
17,4,56,6994,2,22,0,1,0,0,0.005134398838266596,1,0.008005718370264474,0.03508771929824561
17,1,137,1262,10,24,0,0,1,0,0.007386667956095141,1,0.10847189231987332,0.07246376811594203
18,25,24279,1970,305,76,1,1,1,0,0.07311462361373003,0,12.318112633181126,0.01256177924217463
10,13,42996,974,437,141,0,1,1,0,0.06349522499739291,0,44.098461538461535,0.010163499779054353
19,0,68,5437,17,28,0,0,0,0,0.011583898807055902,1,0.01250459727841118,0.2463768115942029
20,3,28,3611,16,10,1,1,1,0,0.015015584843175977,1,0.007751937984496124,0.5517241379310345
21,5,158,1173,13,3,1,1,0,0,0.010139624232320064,1,0.13458262350936967,0.08176100628930817
12,23,33322,107,354,128,0,1,1,0,0.06183606920804069,0,308.537037037037,0.010623293220898479
13,10,6355,1272,447,82,0,1,1,1,0.07560142794625822,0,4.992144540455617,0.07032724984266835
15,32,1864,1730,487,104,1,1,1,0,0.11201260923497039,0,1.07683419988446,0.2611260053619303
11,25,35112,134,420,61,1,1,1,0,0.06793975181211678,0,260.0888888888889,0.011961381824395522
16,12,46090,1190,456,30,0,0,0,0,0.06347811572990135,0,38.698572628043664,0.009893471610509644
14,29,26539,544,424,24,1,1,0,0,0.10276329427243899,0,48.695412844036696,0.0159758854559156
12,22,9510,193,6,134,0,1,1,0,0.04423867283645196,0,49.02061855670103,0.0006308484912206919
11,26,31602,383,363,95,1,1,1,0,0.036974153622611354,0,82.296875,0.01148625130525583
20,6,171,5446,14,10,0,0,0,0,0.0028847139322359275,1,0.031393427574811825,0.08139534883720931
28,2,133,1506,7,24,0,0,0,0,0.01857523676449893,1,0.08825481088254811,0.05223880597014925
17,8,60,4794,18,6,0,0,1,0,0.007428166617252716,1,0.01251303441084463,0.29508196721311475
13,12,32165,1110,340,104,0,1,1,0,0.03650472469006371,0,28.951395139513952,0.010570167257352483
19,26,38555,696,231,100,0,1,0,0,0.11658347815583596,0,55.31563845050215,0.005991285403050109
15,9,278,4367,14,28,0,1,0,0,0.0014880418987564426,1,0.06364468864468864,0.05017921146953405
28,5,95,2744,2,17,0,1,0,0,0.0039063482108671835,1,0.03460837887067395,0.020833333333333332
15,19,17409,751,40,42,1,1,0,0,0.040009878663976234,0,23.15026595744681,0.0022975301550832855
8,29,7543,885,262,16,1,1,1,0,0.020572136414663017,0,8.51354401805869,0.034729586426299044
20,9,40,7010,19,27,0,0,0,0,0.0009028414772423776,1,0.005705320211096848,0.4634146341463415
20,23,11304,120,241,100,1,1,1,0,0.06936760668592938,0,93.42148760330579,0.021318000884564352
10,11,40723,1514,431,112,1,1,1,0,0.03610099234563913,0,26.87986798679868,0.01058343974069345
29,5,174,5740,8,2,0,0,0,0,0.008809507458653346,1,0.030308308657028393,0.045714285714285714
26,5,254,5824,1,19,1,0,0,0,0.004774900206758326,1,0.04360515021459228,0.00392156862745098
25,1,142,5979,8,5,1,1,0,0,0.00746124293716878,1,0.02374581939799331,0.055944055944055944
9,30,40758,1469,411,130,1,0,1,0,0.013427858852055365,0,27.726530612244897,0.010083662503986849
13,11,46880,1957,220,139,1,1,1,0,0.08706867939785311,0,23.942798774259447,0.004692732663552399
28,7,225,1039,10,8,0,0,1,0,0.00042416101262830573,1,0.21634615384615385,0.04424778761061947
11,34,17316,1589,435,71,0,1,0,0,0.10166691825557786,0,10.89056603773585,0.025119824449962466
7,32,30184,562,33,44,0,1,0,0,0.05781639657392045,0,53.61278863232682,0.0010932582408481033
7,34,1863,1171,51,30,1,1,0,0,0.09762500300374087,0,1.5895904436860069,0.02736051502145923
19,0,55,1833,6,28,0,1,0,0,0.0184464769317015,1,0.029989094874591057,0.10714285714285714
